Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Latitude,Longitude,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8577779452,X93GJC,NJ,PAS,01/01/2018,40,4DSD,NISSA,T,13430,27530,29830,88880088,84.0,84,84,365832,T301,F,0240P,,K,F,187,Atlantic Ave,,40.6901669,-73.9933561,0,408,e2,,YYYYYYY,,,GREY,,0,,2,05,40-Fire Hydrant,,,
8577779440,T739040C,NY,OMT,01/01/2018,71,SUBN,HONDA,T,13430,27530,29830,20180731,84.0,84,84,365832,T301,F,0237P,,K,F,197,Atlantic Ave,,40.6900311,-73.99293829999999,0,408,j6,,YYYYYYY,,,BK,,2017,,0,05,71A-Insp Sticker Expired (NYS),,,
8577779415,EEW3752,NY,PAS,01/01/2018,70,SUBN,BMW,T,29830,68930,31830,20171213,84.0,84,84,365832,T301,F,0147P,,K,F,155,Court St,,40.6888776,-73.9924379,0,408,j3,,YYYYYYY,,,BK,,2014,,0,05,70A-Reg. Sticker Expired (NYS),,,
8577779385,DJF5282,NY,PAS,01/01/2018,71,SUBN,SUBAR,T,68930,27530,29830,20190728,84.0,84,84,365832,T301,F,0110P,,K,F,175,Pacific St,,40.6894719,-73.99363149999999,0,408,j6,,YYYYYYY,,,GY,,2005,,0,05,71A-Insp Sticker Expired (NYS),,,
8577779361,TQB585,CO,PAS,01/01/2018,40,SUBN,GMC,T,29830,56530,75530,88880088,84.0,84,84,365832,T301,F,1200P,,K,F,97,Court St,,40.6910542,-73.9915185,0,408,e2,,YYYYYYY,,,SILVE,,0,,0,05,40-Fire Hydrant,,,
8577779350,ELV2515,NY,PAS,01/01/2018,71,CONV,SMART,T,68930,29830,20110,20180904,84.0,84,84,365832,T301,F,1151A,,K,F,210,Pacific St,,40.6888033,-73.99232310000001,0,408,j6,,YYYYYYY,,,WH,,2017,,0,05,71A-Insp Sticker Expired (NYS),,,
8577236468,FYC7460,NY,PAS,01/01/2018,71,4DSD,ME/BE,T,18690,45590,19790,20180704,19.0,19,19,365935,T103,S,0222P,,NY,O,529,E 85th St,,40.7748209,-73.9461311,0,408,j6,,YYYYYYY,,,WH,,2012,,0,10,71A-Insp Sticker Expired (NYS),,,
8577236420,EKV7266,NY,PAS,01/01/2018,50,SUBN,ROVER,T,0,0,0,20180716,19.0,19,19,365935,T103,S,1227P,,NY,I,E,York Ave,0ft S/of E 81st St,41.8871685,-88.20283219999999,0,408,e5,,YYYYYYY,,,BK,,2006,,0,10,50-Crosswalk,,,
8577236407,BGG8165,NY,PAS,01/01/2018,70,SUBN,ME/BE,T,10110,18770,18790,20171230,19.0,19,19,365935,T103,S,1143A,,NY,F,1733,2nd Ave,,40.7802599,-73.95033289999999,0,408,j3,,YYYYYYY,,,GY,,2002,,0,10,70A-Reg. Sticker Expired (NYS),,,
8577236390,61023MH,NY,COM,01/01/2018,46,VAN,CHEVR,T,10110,18810,18820,20191027,19.0,19,19,365935,T103,S,1137A,,NY,F,1752,2nd Ave,,40.7812254,-73.94908459999999,0,408,F1,,YYYYYYY,,,WH,,2004,,0,10,46B-Double Parking (Com-100Ft),,,
8577236365,329MCD,NY,ORG,01/01/2018,71,SUBN,FORD,T,18870,0,0,20180205,19.0,19,19,365935,T103,S,1111A,,NY,I,N,E 95th St,20ft W/of 3rd Ave,47.69753799999999,-122.3014928,0,408,j6,,YYYYYYY,,,BK,,2004,,0,10,71A-Insp Sticker Expired (NYS),,,
8577236353,EWU3777,NY,PAS,01/01/2018,46,SUBN,ROVER,T,18870,27790,24890,20180216,19.0,19,19,365935,T103,S,1107A,,NY,F,134,E 95th St,,40.7852571,-73.9520435,0,408,f1,,YYYYYYY,,,GY,,2015,,0,10,46A-Double Parking (Non-COM),,,
8576891529,AMMGROUP,NY,SRF,01/01/2018,71,4DSD,BMW,T,18710,10110,10010,20181112,23.0,23,23,365905,T103,FF,0233P,,NY,F,331,E 86th St,,40.7775708,-73.9504548,0,408,j6,,YYYYYYY,,,BLACK,,2014,,0,07,71A-Insp Sticker Expired (NYS),,,
8576891505,YGJ76E,NJ,PAS,01/01/2018,20,4DSD,TOYOT,T,18530,10010,45590,88880088,23.0,23,23,365905,T103,FF,1255P,,NY,F,407,E 77th St,,40.770866,-73.9529045,0,408,d,,YYYYYYY,,,GREY,,0,,0,07,20A-No Parking (Non-COM),,,
8576891487,DCE4649,NY,PAS,01/01/2018,71,SUBN,HONDA,T,10010,18750,18770,20190509,23.0,23,23,365905,T103,FF,1207P,,NY,F,1700,1st Ave,,47.6102813,-122.3410917,0,408,j6,,YYYYYYY,,,SILVE,,2016,,0,07,71A-Insp Sticker Expired (NYS),,,
8576891463,AXS8607,NY,PAS,01/01/2018,71,SUBN,SATUR,T,18770,10210,10110,20190813,23.0,23,23,365905,T103,FF,1146A,,NY,O,235,E 89th St,,40.7800225,-73.9505625,0,408,j6,,YYYYYYY,,,GY,,2002,,0,07,71A-Insp Sticker Expired (NYS),,,
8576891451,HSP2522,NY,PAS,01/01/2018,71,SUBN,LEXUS,T,10110,18790,18810,20190827,23.0,23,23,365905,T103,FF,1141A,,NY,O,1736,2nd Ave,,40.78056,-73.94946039999999,0,408,j6,,YYYYYYY,,,GY,,2017,,0,07,71-Insp. Sticker Missing (NYS,,,
8576891440,F628SL,NY,PAS,01/01/2018,71,SUBN,TOYOT,T,10110,18810,18820,20190309,23.0,23,23,365905,T103,FF,1137A,,NY,F,1750,2nd Ave,,40.7811505,-73.9491365,0,408,j6,,YYYYYYY,,,GREY,,2005,,0,07,71A-Insp Sticker Expired (NYS),,,
8576236941,T681559C,NY,OMT,01/01/2018,71,4DSD,TOYOT,T,14210,15710,11710,20180731,24.0,24,24,365895,T103,EE,0316P,,NY,O,424,W 110th St,,40.8019579,-73.962295,0,408,j6,,YYYYYYY,,,BK,,2014,,0,C,71A-Insp Sticker Expired (NYS),,,
8576236930,T687089C,NY,OMT,01/01/2018,71,4DSD,TOYOT,T,11710,36790,36810,20180831,30.0,30,30,365895,T103,EE,0303P,,NY,F,1848,Amsterdam Ave,,40.829387,-73.9448069,0,408,j6,,YYYYYYY,,,BK,,2015,,0,C,71A-Insp Sticker Expired (NYS),,,
8576236928,FZB3368,NY,PAS,01/01/2018,71,SUBN,JEEP,T,11710,36610,36630,20180627,30.0,30,30,365895,T103,EE,0253P,,NY,F,1658,Amsterdam Ave,,40.8236287,-73.94918489999999,0,408,j6,,YYYYYYY,,,GL,,2005,,0,C,71A-Insp Sticker Expired (NYS),,,
8576236916,FSM6100,NY,PAS,01/01/2018,71,4DSD,HONDA,T,11710,36450,36470,20191106,33.0,33,33,365895,T103,EE,0245P,,NY,O,1504,Amsterdam Ave,,40.8185624,-73.9528586,0,408,j6,,YYYYYYY,,,GY,,2003,,0,C,71A-Insp Sticker Expired (NYS),,,
8576236904,FGR4100,NY,PAS,01/01/2018,71,SUBN,CHEVR,T,15910,36390,13113,20190117,33.0,33,33,365895,T103,EE,0238P,,NY,O,90,Convent Ave,,40.8165905,-73.9530882,0,408,j6,,YYYYYYY,,,BK,,2005,,0,C,71A-Insp Sticker Expired (NYS),,,
8576236886,17039MH,NY,COM,01/01/2018,46,VAN,FORD,T,11710,36390,36430,20190630,33.0,33,33,365895,T103,EE,0231P,,NY,O,1457,Amsterdam Ave,,40.8168421,-73.95350150000002,0,408,F1,,YYYYYYY,,,WH,,2015,,0,C,46B-Double Parking (Com-100Ft),,,
8576236862,N46GNR,NJ,PAS,01/01/2018,19,SUBN,AUDI,T,13610,0,0,88880088,33.0,33,33,365895,T103,EE,1245P,,NY,I,W,Broadway,30ft N/of W 168th St,40.7200676,-74.0056487,0,408,c3,,YYYYYYY,,,BLACK,,0,,0,C,19-No Stand (bus stop),,,
8576236850,87506MK,NY,COM,01/01/2018,14,VAN,FORD,T,11710,37090,37110,20190731,33.0,33,33,365895,T103,EE,1224P,,NY,F,2153,Amsterdam Ave,,40.8388148,-73.937291,0,408,c,,YYYYYYY,,,WH,,2017,,0,C,14-No Standing,,,
8576236837,T724026C,NY,OMT,01/01/2018,70,4DSD,TOYOT,T,36970,40404,40404,20171231,30.0,30,30,365895,T103,EE,1213P,,NY,O,120,W 160th St,,40.83590239999999,-73.9434387,0,408,j3,,YYYYYYY,,,BK,,2016,,0,C,70A-Reg. Sticker Expired (NYS),,,
8576236795,T747021C,NY,OMT,01/01/2018,71,4DSD,TOYOT,T,31190,36870,36910,20180731,30.0,30,30,365895,T103,EE,1151A,,NY,O,916,St Nicholas Ave,,40.8313693,-73.9409534,0,408,j6,,YYYYYYY,,,GY,,2013,,0,C,71A-Insp Sticker Expired (NYS),,,
8576236771,EUR7240,NY,PAS,01/01/2018,71,2DSD,HONDA,T,31190,36370,36430,20190830,30.0,30,30,365895,T103,EE,1125A,,NY,O,440,St Nicholas Ave,,40.8149609,-73.9486798,0,408,j6,,YYYYYYY,,,BK,,2009,,0,C,71A-Insp Sticker Expired (NYS),,,
8576236760,FWV7435,NY,PAS,01/01/2018,71,4DSD,NISSA,T,31190,36290,36310,20180318,28.0,28,28,365895,T103,EE,1118A,,NY,O,327,St Nicholas Ave,,40.81184330000001,-73.95210089999999,0,408,j6,,YYYYYYY,,,GY,,2008,,0,C,71A-Insp Sticker Expired (NYS),,,
8575731191,T714923C,NY,OMT,01/01/2018,70,SUBN,ACURA,T,9020,74780,74810,20171231,52.0,52,52,365910,T201,D,0303P,,BX,O,2547,Aqueduct Ave,,40.8661533,-73.9018746,0,408,j3,,YYYYYYY,,,BK,,2012,,0,51,70A-Reg. Sticker Expired (NYS),,,
8575731178,ZKM2302,PA,PAS,01/01/2018,40,PICK,FORD,T,36320,74720,76650,20180088,52.0,52,52,365910,T201,D,0154P,,BX,O,2380,Grand Ave,,40.861446,-73.90404,0,408,e2,,YYYYYYY,,,RED,,0,,0,51,40-Fire Hydrant,,,
8575731130,T613322C,NY,OMT,01/01/2018,20,SUBN,TOYOT,T,0,0,0,20181130,52.0,52,52,365910,T201,D,1257P,,BX,I,E,Walton Ave,65ft S/of E Fordham,47.69462069999999,-117.3924033,0,408,d,,YYYYYYY,,,WH,,2017,,0,51,20A-No Parking (Non-COM),,,
8575731117,611453,NY,PAS,01/01/2018,24,4DSD,LEXUS,T,42820,27360,74810,20190426,52.0,52,52,365910,T201,D,1138A,,BX,O,2575,Jerome Ave,,40.8654501,-73.8994688,0,408,d5,,YYYYYYY,0700A,0700P,WH,,0,,0,51,24-No Parking (exc auth veh),,,
8575681308,WASNTME,NY,SRF,01/01/2018,71,SUBN,HONDA,T,62620,33820,35820,20180130,49.0,49,49,365891,T201,D,0407P,,BX,F,1504,Rowland St,,40.8392684,-73.8475002,0,408,j6,,YYYYYYY,,,GY,,2013,,0,08,71A-Insp Sticker Expired (NYS),,,
8575681291,T730483C,NY,OMT,01/01/2018,70,4DSD,TOYOT,T,66220,48120,29620,20171231,49.0,49,49,365891,T201,D,0359P,,BX,F,1701,St Peters Ave,,40.84160199999999,-73.8492691,0,408,j3,,YYYYYYY,,,BK,,2015,,0,08,70A-Reg. Sticker Expired (NYS),,,
8575681278,SOMESUV,NY,SRF,01/01/2018,70,SUBN,DODGE,T,13220,61620,37720,20171222,49.0,49,49,365891,T201,D,0333P,,BX,F,1403,Blondell Ave,,40.8430312,-73.8431589,0,408,j3,,YYYYYYY,,,BK,,2017,,0,08,70A-Reg. Sticker Expired (NYS),,,
8575681266,T696805C,NY,OMT,01/01/2018,70,4DSD,TOYOT,T,0,0,0,20171231,49.0,49,49,365891,T201,D,0135P,,BX,I,E,Tratman Ave,25ft N/of Overing St,40.83917539999999,-73.8455295,0,408,j3,,YYYYYYY,,,BK,,2016,,0,08,70A-Reg. Sticker Expired (NYS),,,
8575681230,EJK9239,NY,PAS,01/01/2018,71,4DSD,TOYOT,T,48120,56420,12720,20180604,49.0,49,49,365891,T201,D,1157A,,BX,F,2563,Maclay Ave,,40.8428972,-73.8475334,0,408,j6,,YYYYYYY,,,GY,,2006,,0,08,71A-Insp Sticker Expired (NYS),,,
8575681229,BREE622,NY,SRF,01/01/2018,19,SUBN,TOYOT,T,29620,66220,47420,20180718,49.0,49,49,365891,T201,D,1152A,,BX,F,2508,E Tremont Ave,,40.8426558,-73.8498627,0,408,c3,,YYYYYYY,,,GR,,2008,,0,08,19-No Stand (bus stop),,,
8576188077,E30JHA,NJ,PAS,01/01/2018,40,SUBN,JAGUA,T,18170,10010,32080,88880088,19.0,19,19,365874,T103,EE,0112P,,NY,O,499,E 59th St,,40.7586661,-73.95971109999999,0,408,e2,,YYYYYYY,,,WHITE,,0,,6,19,40-Fire Hydrant,,,
8576188065,W55GT4,NJ,PAS,01/01/2018,40,4DSD,HONDA,T,18210,10410,25390,88880088,19.0,19,19,365874,T103,EE,0104P,,NY,O,4,E 61st St,,40.7651924,-73.9716399,0,408,e2,,YYYYYYY,,,SILVE,,0,,6,19,40-Fire Hydrant,,,
8576188041,44113MH,NY,COM,01/01/2018,46,VAN,ISUZU,T,18610,45590,19790,20191130,19.0,19,19,365874,T103,EE,1156A,,NY,F,501,E 81st St,,40.7727137,-73.9494484,0,408,F1,,YYYYYYY,,,WH,,2007,,0,19,46B-Double Parking (Com-100Ft),,,
8576188030,EDJ6766,NY,PAS,01/01/2018,70,SUBN,LINCO,T,18590,0,0,20171231,19.0,19,19,365874,T103,EE,1147A,,NY,I,S,E 80th St,20ft E/of East End A,47.5309433,-122.1363002,0,408,j3,,YYYYYYY,,,BK,,2014,,0,19,70A-Reg. Sticker Expired (NYS),,,
8564538520,T758461C,NY,OMT,01/01/2018,20,4DSD,TOYOT,T,24090,49690,18040,20181031,103.0,103,103,361789,T402,P,0637P,,Q,O,88-29,161st St,,40.7074641,-73.8003894,0,408,d,,YYYYYYY,,,BK,,2017,,0,T,20A-No Parking (Non-COM),,,
8564538490,EKT4771,NY,PAS,01/01/2018,71,SUBN,HONDA,T,64890,20740,20730,20190101,106.0,106,106,361789,T402,P,0507P,,Q,F,114-15,Sutter Ave,,40.674638,-73.825125,0,408,j6,,YYYYYYY,,,BL,,2004,,0,T,71A-Insp Sticker Expired (NYS),,,
8564538441,T748093C,NY,OMT,01/01/2018,71,SUBN,INFIN,T,15790,70930,18830,20180630,106.0,106,106,361789,T402,P,0304P,,Q,F,107-15,75th St,,40.676128,-73.861327,0,408,j6,,YYYYYYY,,,BK,,2016,,0,T,71A-Insp Sticker Expired (NYS),,,
8564538430,BMU7644,NY,PAS,01/01/2018,14,4DSD,LEXUS,T,19990,18090,18240,20180722,106.0,106,106,361789,T402,P,0219P,,Q,F,89-02,107th Ave,,40.677943,-73.848587,0,408,c,,YYYYYYY,,,WH,,2008,,0,T,14-No Standing,,,
8564538428,EAX5386,NY,PAS,01/01/2018,14,SUBN,HONDA,T,19990,0,0,20190823,106.0,106,106,361789,T402,P,0215P,,Q,I,S,107th Ave,15ft E/of 93rd St,41.226568,-96.0804129,0,408,c,,YYYYYYY,,,GY,,2005,,0,T,14-No Standing,,,
8564538362,EVL1972,NY,PAS,01/01/2018,71,SUBN,GMC,T,16590,18140,18190,20190812,102.0,102,102,361789,T402,P,1248P,,Q,F,90-15,80th St,,40.68763999999999,-73.86082499999999,0,408,j6,,YYYYYYY,,,DK/,,2005,,0,T,71A-Insp Sticker Expired (NYS),,,
8564538337,FTT4534,NY,PAS,01/01/2018,70,SUBN,HONDA,T,17390,18390,68090,20171217,102.0,102,102,361789,T402,P,1150A,,Q,F,91-18,86th Ave,,40.6947029,-73.85446259999999,0,408,j3,,YYYYYYY,,,BK,,2016,,0,T,70A-Reg. Sticker Expired (NYS),,,
8564538295,CZD2577,NY,PAS,01/01/2018,71,4DSD,ME/BE,T,20490,51090,18290,20181108,102.0,102,102,361789,T402,P,1108A,,Q,O,87-85,111st St,,,,0,408,j6,,YYYYYYY,,,BK,,0,,0,T,71A-Insp Sticker Expired (NYS),,,
8549187010,EMF8037,NY,PAS,01/01/2018,71,SUBN,TOYOT,T,34880,13830,29630,20181124,70.0,70,70,366491,T302,D,0451P,,K,F,473,E 2nd St,,40.6397057,-73.97742439999999,0,408,j6,,YYYYYYY,,,GY,,2008,,0,09,71A-Insp Sticker Expired (NYS),,,
8549186995,T675746C,NY,OMT,01/01/2018,71,4DSD,TOYOT,T,34880,29630,32930,20180731,70.0,70,70,366491,T302,D,0443P,,K,F,617,E 2nd St,,32.8130459,-96.93940909999999,0,408,j6,,YYYYYYY,,,GY,,2015,,0,09,71A-Insp Sticker Expired (NYS),,,
8549186960,T667141C,NY,OMT,01/01/2018,70,4DSD,TOYOT,T,6880,34930,34880,20171231,70.0,70,70,366491,T302,D,0341P,,K,F,4224,18th Ave,,40.6314814,-73.9759268,0,408,j3,,YYYYYYY,,,BK,,2013,,0,09,70A-Reg. Sticker Expired (NYS),,,
8549186946,FJB4347,NY,PAS,01/01/2018,71,SUBN,FORD,T,34930,29630,32930,20180624,70.0,70,70,366491,T302,D,0325P,,K,O,590,E 3rd St,,40.90653289999999,-73.8146582,0,408,j6,,YYYYYYY,,,GR,,2006,,0,09,71A-Insp Sticker Expired (NYS),,,
8549186910,T746468C,NY,OMT,01/01/2018,71,SUBN,TOYOT,T,35430,12330,19630,20180531,70.0,70,70,366491,T302,D,0138P,,K,F,205,Rugby Rd,,40.6447779,-73.9657618,0,408,j6,,YYYYYYY,,,GR,,2014,,0,09,71A-Insp Sticker Expired (NYS),,,
8549186880,EBM7453,NY,PAS,01/01/2018,71,SUBN,FORD,T,35430,19630,29630,20180417,70.0,70,70,366491,T302,D,0129P,,K,O,301,Rugby Rd,,40.6424629,-73.96525539999999,0,408,j6,,YYYYYYY,,,GL,,2006,,0,09,71A-Insp Sticker Expired (NYS),,,
8549186855,72677MJ,NY,COM,01/01/2018,71,VAN,NS/OT,T,35480,65030,41730,20181231,70.0,70,70,366491,T302,D,1235P,,K,F,629,Marlborough Rd,,40.6345471,-73.96294929999999,0,408,j6,,YYYYYYY,,,BLACK,,2017,,0,09,71A-Insp Sticker Expired (NYS),,,
8549186843,T680990C,NY,OMT,01/01/2018,71,SUBN,HONDA,T,35480,32930,65030,20180731,70.0,70,70,366491,T302,D,1230P,,K,O,580,Marlborough Rd,,40.635971,-73.9636496,0,408,j6,,YYYYYYY,,,BK,,2012,,0,09,71A-Insp Sticker Expired (NYS),,,
8549186831,T690101C,NY,OMT,01/01/2018,71,SUBN,TOYOT,T,35480,32930,65030,20180831,70.0,70,70,366491,T302,D,1227P,,K,F,541,Marlborough Rd,,40.6367681,-73.9633396,0,408,j6,,YYYYYYY,,,BK,,2015,,0,09,71A-Insp Sticker Expired (NYS),,,
8549186820,T727955C,NY,OMT,01/01/2018,70,SUBN,INFIN,T,35480,33530,32930,20171231,70.0,70,70,366491,T302,D,1224P,,K,F,481,Marlborough Rd,,40.6379301,-73.9635577,0,408,j3,,YYYYYYY,,,BL,,2017,,0,09,70A-Reg. Sticker Expired (NYS),,,
8547828527,92438,NY,MED,01/01/2018,71,SUBN,LEXUS,T,37466,9370,63870,20190125,63.0,63,63,364879,T302,S,0504P,,K,O,2764,E 66th St,,40.6050741,-73.9128578,0,408,j6,,YYYYYYY,,,BK,,2015,,0,C,71A-Insp Sticker Expired (NYS),,,
8547828515,BEU4408,NY,PAS,01/01/2018,71,4DSD,TOYOT,T,37466,15540,43470,20180227,63.0,63,63,364879,T302,S,0455P,,K,O,2434,E 66th St,,40.6109281,-73.9069787,0,408,j6,,YYYYYYY,,,GY,,2012,,0,C,71A-Insp Sticker Expired (NYS),,,
8547828436,T435925C,NY,OMT,01/01/2018,71,4DSD,LINCO,T,82480,63870,18950,20181231,63.0,63,63,364879,T302,S,0412P,,K,O,2779,Strickland Ave,,40.6073819,-73.91575139999999,0,408,j6,,YYYYYYY,,,BLACK,,2011,,0,C,71A-Insp Sticker Expired (NYS),,,
8547828424,DGX4616,NY,PAS,01/01/2018,71,SUBN,CHRYS,T,82480,63870,18950,20180712,63.0,63,63,364879,T302,S,0410P,,K,O,2753,Strickland Ave,,40.607857,-73.915061,0,408,j6,,YYYYYYY,,,GY,,2005,,0,C,71A-Insp Sticker Expired (NYS),,,
8547828394,ACG2601,NY,PAS,01/01/2018,71,SUBN,DODGE,T,14580,61000,37460,20190103,63.0,63,63,364879,T302,S,0352P,,K,O,6226,Avenue T,,40.6172902,-73.9149132,0,408,j6,,YYYYYYY,,,BL,,2006,,0,C,71A-Insp Sticker Expired (NYS),,,
8547828370,FLL9777,NY,PAS,01/01/2018,71,SUBN,HUMME,T,37280,14180,14230,20170610,63.0,63,63,364879,T302,S,0339P,,K,F,1332,E 56th St,,41.7933958,-87.5935887,0,408,j6,,YYYYYYY,,,BK,,2007,,0,C,71A-Insp Sticker Expired (NYS),,,
8547828369,FLL9777,NY,PAS,01/01/2018,70,SUBN,HUMME,T,37280,14180,14230,20170610,63.0,63,63,364879,T302,S,0339P,,K,F,1332,E 56th St,,41.7933958,-87.5935887,0,408,j3,,YYYYYYY,,,BK,,2007,,0,C,70A-Reg. Sticker Expired (NYS),,,
8547828291,CEB4029,NY,PAS,01/01/2018,71,SUBN,CHEVR,T,14080,37230,37280,20181217,63.0,63,63,364879,T302,S,0313P,,K,O,5516,Avenue J,,40.6282943,-73.9224569,0,408,j6,,YYYYYYY,,,BL,,2002,,0,C,71A-Insp Sticker Expired (NYS),,,
8547828242,FSW4464,NY,PAS,01/01/2018,71,SUBN,LEXUS,T,75430,14080,14130,20191021,63.0,63,63,364879,T302,S,0156P,,K,F,1829,Schenectady Ave,,40.6276741,-73.93039069999999,0,408,j6,,YYYYYYY,,,BK,,2011,,0,C,71A-Insp Sticker Expired (NYS),,,
8547828229,FZK3537,NY,PAS,01/01/2018,71,4DSD,FORD,T,75430,14030,14080,20180612,63.0,63,63,364879,T302,S,0153P,,K,F,1777,Schenectady Ave,,40.6290829,-73.9306433,0,408,j6,,YYYYYYY,,,WH,,2013,,0,C,71A-Insp Sticker Expired (NYS),,,
8547828205,FFL9536,NY,PAS,01/01/2018,71,SUBN,TOYOT,T,75430,14030,14080,20181005,63.0,63,63,364879,T302,S,0149P,,K,F,1784,Schenectady Ave,,40.6289487,-73.9311944,0,408,j6,,YYYYYYY,,,WH,,2017,,0,C,71A-Insp Sticker Expired (NYS),,,
8547828187,ENE1142,NY,PAS,01/01/2018,71,4DSD,NISSA,T,14130,75430,36930,20181116,63.0,63,63,364879,T302,S,0144P,,K,F,4709,Avenue K,,40.6258994,-73.93008069999999,0,408,j6,,YYYYYYY,,,WH,,2011,,0,C,71A-Insp Sticker Expired (NYS),,,
8547828140,FSV1949,NY,PAS,01/01/2018,71,4DSD,TOYOT,T,75430,14280,14330,20191113,63.0,63,63,364879,T302,S,0137P,,K,F,2236,Schenectady Ave,,40.617326,-73.929897,0,408,j6,,YYYYYYY,,,TN,,2016,,0,C,71A-Insp Sticker Expired (NYS),,,
8547828138,AMG5991,NY,PAS,01/01/2018,71,4DSD,AUDI,T,75430,14280,14330,20190604,63.0,63,63,364879,T302,S,0136P,,K,F,2250,Schenectady Ave,,40.6169368,-73.9298506,0,408,j6,,YYYYYYY,,,BK,,2015,,0,C,71A-Insp Sticker Expired (NYS),,,
8547828126,FEY3717,NY,PAS,01/01/2018,71,4DSD,TOYOT,T,75430,14230,14280,20180829,63.0,63,63,364879,T302,S,0130P,,K,F,2089,Schenectady Ave,,40.6208712,-73.92980519999999,0,408,j6,,YYYYYYY,,,TN,,2010,,0,C,71A-Insp Sticker Expired (NYS),,,
8547828114,T683961C,NY,OMT,01/01/2018,71,4DSD,TOYOT,T,40930,15910,14380,20180731,63.0,63,63,364879,T302,S,0125P,,K,F,2055,Flatbush Ave,,40.61981,-73.93342179999999,0,408,j6,,YYYYYYY,,,BK,,2015,,0,C,71A-Insp Sticker Expired (NYS),,,
8547828102,FSX9799,NY,PAS,01/01/2018,71,SUBN,HYUND,T,37130,14180,14230,20171221,63.0,63,63,364879,T302,S,0111P,,K,O,1503,E 53rd St,,40.061313,-85.660814,0,408,j6,,YYYYYYY,,,BK,,2004,,0,C,71A-Insp Sticker Expired (NYS),,,
8547828096,FSX9799,NY,PAS,01/01/2018,70,SUBN,HYUND,T,37130,14180,14230,20171221,63.0,63,63,364879,T302,S,0110P,,K,O,1503,E 53rd St,,40.061313,-85.660814,0,408,j3,,YYYYYYY,,,BK,,2004,,0,C,70A-Reg. Sticker Expired (NYS),,,
8547828060,ERG1504,NY,PAS,01/01/2018,71,4DSD,TOYOT,T,37130,14280,14330,20190224,63.0,63,63,364879,T302,S,1257P,,K,F,1692,E 53rd St,,40.617236,-73.924076,0,408,j6,,YYYYYYY,,,GY,,2004,,0,C,71A-Insp Sticker Expired (NYS),,,
8547828059,CKV1921,NY,PAS,01/01/2018,71,SUBN,CHEVR,T,37130,14330,40630,20190825,63.0,63,63,364879,T302,S,1255P,,K,F,1724,E 53rd St,,40.0621485,-85.65733469999999,0,408,j6,,YYYYYYY,,,WHITE,,2003,,0,C,71A-Insp Sticker Expired (NYS),,,
8547828035,FTG4254,NY,PAS,01/01/2018,71,SUBN,ME/BE,T,14530,0,0,20191107,63.0,63,63,364879,T302,S,1250P,,K,I,N,Avenue S,15ft W/of E 53rd St,33.6138143,-101.8581877,0,408,j6,,YYYYYYY,,,WH,,1999,,0,C,71A-Insp Sticker Expired (NYS),,,
8547827997,EPF6044,NY,PAS,01/01/2018,71,SUBN,LEXUS,T,37464,82480,67835,20190506,63.0,63,63,364879,T302,S,1237P,,K,F,2230,E 65th St,,40.6145628,-73.9094131,0,408,j6,,YYYYYYY,,,WH,,2017,,0,C,71A-Insp Sticker Expired (NYS),,,
8547827973,DSW9236,NY,PAS,01/01/2018,71,SUBN,LEXUS,T,37464,15655,59353,20180821,63.0,63,63,364879,T302,S,1234P,,K,F,2534,E 65th St,,40.60914,-73.908816,0,408,j6,,YYYYYYY,,,BK,,2017,,0,C,71A-Insp Sticker Expired (NYS),,,
8547827950,BXJ6362,NY,PAS,01/01/2018,71,4DSD,HONDA,T,37464,59353,9370,20180924,63.0,63,63,364879,T302,S,1230P,,K,O,2676,E 65th St,,40.6069923,-73.9113881,0,408,j6,,YYYYYYY,,,GY,,2016,,0,C,71A-Insp Sticker Expired (NYS),,,
8547827948,EGB9439,NY,PAS,01/01/2018,71,4DSD,INFIN,T,37464,14630,82480,20180621,63.0,63,63,364879,T302,S,1227P,,K,O,2177,E 65th St,,40.6156018,-73.90991830000002,0,408,j6,,YYYYYYY,,,GY,,2017,,0,C,71A-Insp Sticker Expired (NYS),,,
8547827936,CVE5491,NY,PAS,01/01/2018,71,SUBN,FORD,T,37464,14580,14630,20180804,63.0,63,63,364879,T302,S,1223P,,K,F,2014,E 65th St,,40.61804,-73.913349,0,408,j6,,YYYYYYY,,,RD,,2017,,0,C,71A-Insp Sticker Expired (NYS),,,
8547827924,FGX9565,NY,PAS,01/01/2018,71,SUBN,NISSA,T,37464,84440,14580,20181111,63.0,63,63,364879,T302,S,1221P,,K,F,1450,E 65th St,,40.618918,-73.914326,0,408,j6,,YYYYYYY,,,WH,,2017,,0,C,71A-Insp Sticker Expired (NYS),,,
